filename,width,height,class,xmin,ymin,xmax,ymax
1642.jpg,332,133,no_comercial,175,50,331,124
1642.jpg,332,133,no_comercial,0,59,91,110
1643.jpg,332,133,comercial,271,55,298,83
1643.jpg,332,133,comercial,304,59,331,77
1643.jpg,332,133,comercial,245,60,255,68
1643.jpg,332,133,comercial,181,59,190,66
1643.jpg,332,133,no_comercial,0,38,95,79
1643.jpg,332,133,no_comercial,40,61,289,87
1644.jpg,332,133,no_comercial,0,45,331,97
1645.jpg,332,133,no_comercial,0,34,331,108
1646.jpg,332,133,no_comercial,0,48,331,113
1650.jpg,332,133,no_comercial,0,41,331,92
1651.jpg,332,133,no_comercial,0,50,93,84
1651.jpg,332,133,no_comercial,99,48,198,95
1651.jpg,332,133,no_comercial,202,29,293,99
1652.jpg,332,133,no_comercial,0,31,331,113
1653.jpg,332,133,no_comercial,39,55,219,126
1653.jpg,332,133,no_comercial,223,52,283,110
1654.jpg,332,133,no_comercial,0,55,85,119
1654.jpg,332,133,no_comercial,86,58,164,103
1654.jpg,332,133,no_comercial,164,56,219,96
1654.jpg,332,133,no_comercial,217,52,246,93
1654.jpg,332,133,no_comercial,246,52,276,87
1654.jpg,332,133,no_comercial,274,45,300,81
1654.jpg,332,133,no_comercial,296,51,331,84
1657.jpg,332,133,no_comercial,0,48,331,113
1664.jpg,332,133,comercial,97,59,167,76
1664.jpg,332,133,no_comercial,208,47,331,86
1664.jpg,332,133,no_comercial,0,63,59,109
1665.jpg,332,133,no_comercial,4,32,331,108
1670.jpg,332,133,no_comercial,0,45,74,110
1670.jpg,332,133,no_comercial,91,52,243,108
1670.jpg,332,133,comercial,241,53,303,106
1670.jpg,332,133,comercial,292,65,331,107
1671.jpg,332,133,comercial,23,13,124,79
1671.jpg,332,133,comercial,126,23,228,85
1672.jpg,332,133,no_comercial,0,36,331,91
1674.jpg,332,133,comercial,87,41,137,99
1674.jpg,332,133,comercial,233,32,331,93
1674.jpg,332,133,no_comercial,159,35,232,86
1674.jpg,332,133,no_comercial,0,26,86,92
1675.jpg,332,133,no_comercial,0,60,43,126
1675.jpg,332,133,no_comercial,52,79,146,130
1675.jpg,332,133,no_comercial,152,63,223,120
1675.jpg,332,133,no_comercial,223,52,331,126
1678.jpg,332,133,no_comercial,0,48,331,118
1679.jpg,332,133,no_comercial,0,39,331,113
1682.jpg,332,133,no_comercial,0,54,331,104
1683.jpg,332,133,no_comercial,0,34,331,117
1684.jpg,332,133,no_comercial,0,38,331,118
1685.jpg,332,133,comercial,185,59,220,90
1685.jpg,332,133,comercial,264,59,296,92
1685.jpg,332,133,comercial,306,60,331,92
1685.jpg,332,133,comercial,119,57,151,91
1685.jpg,332,133,comercial,87,55,119,88
1685.jpg,332,133,comercial,52,54,87,87
1687.jpg,332,133,comercial,188,56,235,85
1687.jpg,332,133,comercial,127,57,150,85
1687.jpg,332,133,comercial,105,43,137,75
1687.jpg,332,133,no_comercial,148,55,187,84
1687.jpg,332,133,no_comercial,271,53,331,84
1691.jpg,332,133,no_comercial,22,56,149,115
1691.jpg,332,133,no_comercial,133,46,267,110
1691.jpg,332,133,no_comercial,259,63,331,112
1692.jpg,332,133,no_comercial,122,50,203,106
1692.jpg,332,133,no_comercial,203,42,255,96
1692.jpg,332,133,no_comercial,55,49,119,100
1692.jpg,332,133,no_comercial,11,49,54,99
1693.jpg,332,133,no_comercial,233,55,285,95
1693.jpg,332,133,no_comercial,284,57,331,108
1693.jpg,332,133,no_comercial,0,34,230,113
1694.jpg,332,133,no_comercial,50,46,140,103
1696.jpg,332,133,comercial,0,62,45,104
1696.jpg,332,133,comercial,46,68,101,101
1696.jpg,332,133,comercial,116,66,170,97
1696.jpg,332,133,comercial,205,65,253,100
1696.jpg,332,133,comercial,254,62,269,95
1696.jpg,332,133,comercial,263,66,278,88
1696.jpg,332,133,comercial,277,59,308,92
1697.jpg,332,133,no_comercial,0,49,331,108
1698.jpg,332,133,no_comercial,0,44,331,103
1699.jpg,332,133,comercial,243,57,293,97
1699.jpg,332,133,no_comercial,87,62,135,101
1699.jpg,332,133,no_comercial,135,48,174,103
1699.jpg,332,133,no_comercial,173,53,233,103
1701.jpg,332,133,no_comercial,0,48,331,114
1702.jpg,332,133,no_comercial,137,62,204,104
1702.jpg,332,133,no_comercial,77,60,140,101
1702.jpg,332,133,no_comercial,31,58,82,97
1703.jpg,332,133,comercial,238,66,331,119
1703.jpg,332,133,no_comercial,150,64,236,104
1703.jpg,332,133,no_comercial,118,61,146,99
1704.jpg,332,133,comercial,0,44,92,96
1704.jpg,332,133,no_comercial,133,35,267,91
1704.jpg,332,133,no_comercial,275,41,331,90
1705.jpg,332,133,no_comercial,0,51,331,121
1706.jpg,332,133,no_comercial,96,51,184,106
1706.jpg,332,133,no_comercial,176,46,242,94
1706.jpg,332,133,no_comercial,0,26,92,95
1707.jpg,332,133,no_comercial,0,47,331,110
1708.jpg,332,133,no_comercial,58,52,149,109
1708.jpg,332,133,no_comercial,151,52,235,109
1710.jpg,332,133,comercial,99,52,141,100
1710.jpg,332,133,no_comercial,149,54,235,110
1710.jpg,332,133,no_comercial,242,60,331,118
1710.jpg,332,133,no_comercial,0,43,88,114
1711.jpg,332,133,no_comercial,0,29,331,91
1712.jpg,332,133,no_comercial,4,52,331,108
1713.jpg,332,133,comercial,71,60,94,88
1713.jpg,332,133,no_comercial,153,54,207,89
1714.jpg,332,133,comercial,138,65,161,88
1714.jpg,332,133,comercial,184,53,208,84
1714.jpg,332,133,comercial,209,56,239,88
1714.jpg,332,133,comercial,106,64,136,86
1714.jpg,332,133,comercial,81,66,114,90
1717.jpg,332,133,comercial,118,47,137,77
1717.jpg,332,133,comercial,183,61,193,73
1717.jpg,332,133,comercial,43,57,64,75
1717.jpg,332,133,comercial,69,53,117,68
1718.jpg,332,133,comercial,215,57,242,73
1718.jpg,332,133,comercial,114,59,141,75
1718.jpg,332,133,comercial,79,65,94,75
1718.jpg,332,133,comercial,141,63,144,71
1718.jpg,332,133,comercial,144,63,151,71
1718.jpg,332,133,comercial,189,63,198,71
1718.jpg,332,133,comercial,202,61,214,73
1721.jpg,332,133,no_comercial,0,45,331,113
1722.jpg,332,133,no_comercial,0,44,331,117
1725.jpg,332,133,comercial,97,38,176,93
1725.jpg,332,133,comercial,0,57,101,107
1725.jpg,332,133,comercial,202,52,331,91
1725.jpg,332,133,comercial,194,57,214,73
1726.jpg,332,133,comercial,69,66,166,112
1726.jpg,332,133,comercial,209,61,263,112
1726.jpg,332,133,no_comercial,0,56,66,99
1726.jpg,332,133,no_comercial,264,66,320,109
1727.jpg,332,133,no_comercial,0,42,331,118
1730.jpg,332,133,no_comercial,168,59,234,86
1730.jpg,332,133,no_comercial,234,59,298,88
1730.jpg,332,133,no_comercial,74,56,142,87
1731.jpg,332,133,comercial,56,29,112,71
1731.jpg,332,133,comercial,167,41,293,79
1732.jpg,332,133,comercial,226,59,275,77
1732.jpg,332,133,comercial,61,52,126,83
1732.jpg,332,133,no_comercial,0,50,52,89
1733.jpg,332,133,comercial,89,65,113,77
1733.jpg,332,133,no_comercial,28,36,90,85
1733.jpg,332,133,comercial,166,61,200,84
1734.jpg,332,133,comercial,246,53,331,89
1734.jpg,332,133,comercial,218,57,246,76
1734.jpg,332,133,comercial,48,61,94,100
1735.jpg,332,133,comercial,93,59,132,95
1735.jpg,332,133,comercial,260,50,317,93
1735.jpg,332,133,comercial,65,42,99,95
1735.jpg,332,133,comercial,0,56,28,90
1735.jpg,332,133,comercial,141,55,230,87
1736.jpg,332,133,comercial,151,65,331,105
1736.jpg,332,133,no_comercial,24,59,86,102
1739.jpg,332,133,no_comercial,0,44,331,121
1741.jpg,332,133,no_comercial,0,47,331,109
1742.jpg,332,133,no_comercial,0,30,331,106
1745.jpg,332,133,no_comercial,113,39,174,96
1745.jpg,332,133,no_comercial,171,43,238,100
1745.jpg,332,133,no_comercial,37,56,123,100
1748.jpg,332,133,no_comercial,0,47,331,113
1750.jpg,332,133,comercial,140,62,168,80
1750.jpg,332,133,comercial,70,58,120,74
1750.jpg,332,133,no_comercial,232,49,331,87
1751.jpg,332,133,no_comercial,0,36,331,119
1752.jpg,332,133,no_comercial,0,52,331,109
1753.jpg,332,133,comercial,104,47,154,84
1753.jpg,332,133,no_comercial,173,32,223,91
1753.jpg,332,133,no_comercial,217,35,273,90
1753.jpg,332,133,no_comercial,276,35,331,106
1755.jpg,332,133,comercial,187,67,233,111
1755.jpg,332,133,comercial,0,49,58,103
1755.jpg,332,133,comercial,69,71,104,92
1755.jpg,332,133,no_comercial,240,63,292,110
1756.jpg,332,133,comercial,114,56,168,85
1756.jpg,332,133,comercial,231,62,296,87
1756.jpg,332,133,no_comercial,15,47,58,79
1756.jpg,332,133,no_comercial,59,49,115,86
1758.jpg,332,133,comercial,0,60,28,93
1758.jpg,332,133,no_comercial,34,62,331,126
1759.jpg,332,133,no_comercial,0,39,331,97
1762.jpg,332,133,no_comercial,0,45,331,122
1764.jpg,332,133,no_comercial,109,57,162,89
1764.jpg,332,133,no_comercial,167,56,224,90
1764.jpg,332,133,no_comercial,273,56,304,93
1765.jpg,332,133,no_comercial,0,45,331,114
1766.jpg,332,133,no_comercial,0,42,279,105
1766.jpg,332,133,comercial,293,56,320,74
1767.jpg,332,133,no_comercial,0,30,331,109
1768.jpg,332,133,no_comercial,139,57,331,111
1769.jpg,332,133,no_comercial,37,26,271,130
1770.jpg,332,133,no_comercial,0,55,174,128
1770.jpg,332,133,no_comercial,180,59,331,116
1771.jpg,332,133,no_comercial,222,59,331,114
1771.jpg,332,133,no_comercial,84,64,211,105
1771.jpg,332,133,no_comercial,14,53,40,83
1771.jpg,332,133,comercial,53,63,83,92
1774.jpg,332,133,no_comercial,127,68,175,100
1774.jpg,332,133,no_comercial,176,70,217,97
1774.jpg,332,133,no_comercial,228,67,270,98
1774.jpg,332,133,comercial,28,63,79,79
1774.jpg,332,133,comercial,0,57,28,83
1774.jpg,332,133,no_comercial,88,60,129,95
1775.jpg,332,133,comercial,104,42,141,90
1775.jpg,332,133,comercial,132,61,162,95
1775.jpg,332,133,comercial,286,51,331,113
1775.jpg,332,133,comercial,182,23,250,83
1777.jpg,332,133,no_comercial,0,36,331,115
1779.jpg,332,133,no_comercial,225,42,331,108
1779.jpg,332,133,no_comercial,172,55,211,75
1779.jpg,332,133,no_comercial,136,55,177,78
1779.jpg,332,133,no_comercial,0,58,162,93
1781.jpg,332,133,comercial,266,57,331,113
1781.jpg,332,133,no_comercial,146,56,245,109
1781.jpg,332,133,no_comercial,39,56,154,102
1781.jpg,332,133,no_comercial,1,52,61,112
1782.jpg,332,133,no_comercial,166,44,254,106
1782.jpg,332,133,no_comercial,265,41,331,123
1782.jpg,332,133,no_comercial,102,48,172,107
1782.jpg,332,133,no_comercial,19,46,91,113
1783.jpg,332,133,no_comercial,196,52,331,99
1783.jpg,332,133,no_comercial,0,50,199,104
1784.jpg,332,133,comercial,69,56,168,90
1784.jpg,332,133,comercial,205,53,234,74
1784.jpg,332,133,comercial,267,54,297,76
1784.jpg,332,133,no_comercial,0,57,60,87
1785.jpg,332,133,comercial,156,57,178,81
1785.jpg,332,133,comercial,238,61,259,77
1785.jpg,332,133,comercial,58,58,83,79
1785.jpg,332,133,comercial,103,58,124,78
1785.jpg,332,133,comercial,26,56,43,78
1787.jpg,332,133,no_comercial,0,42,266,108
1787.jpg,332,133,comercial,305,61,331,96
1787.jpg,332,133,comercial,268,66,303,99
1788.jpg,332,133,no_comercial,0,54,111,111
1788.jpg,332,133,no_comercial,237,65,331,112
1788.jpg,332,133,no_comercial,106,59,217,121
1791.jpg,332,133,no_comercial,104,29,234,119
1791.jpg,332,133,no_comercial,230,58,331,117
1793.jpg,332,133,no_comercial,159,51,331,114
1793.jpg,332,133,no_comercial,67,53,159,104
1793.jpg,332,133,no_comercial,0,52,78,111
1795.jpg,332,133,no_comercial,0,52,331,112
1797.jpg,332,133,no_comercial,0,28,118,85
1797.jpg,332,133,no_comercial,173,54,257,83
1797.jpg,332,133,no_comercial,161,64,173,75
1797.jpg,332,133,comercial,144,67,164,75
1797.jpg,332,133,no_comercial,263,50,287,74
1798.jpg,332,133,no_comercial,0,36,135,91
1798.jpg,332,133,no_comercial,164,45,331,104
1799.jpg,332,133,no_comercial,0,38,331,113
1801.jpg,332,133,no_comercial,0,42,331,115
1803.jpg,332,133,no_comercial,119,52,189,97
1803.jpg,332,133,no_comercial,189,53,250,101
1803.jpg,332,133,no_comercial,0,52,118,96
1805.jpg,332,133,no_comercial,0,37,331,127
1806.jpg,332,133,no_comercial,0,40,331,113
1807.jpg,332,133,comercial,274,66,331,132
1807.jpg,332,133,comercial,0,45,64,130
1807.jpg,332,133,comercial,119,47,227,132
1807.jpg,332,133,comercial,205,67,218,89
1809.jpg,332,133,comercial,0,24,174,99
1809.jpg,332,133,no_comercial,181,39,331,83
1811.jpg,332,133,no_comercial,0,32,331,111
1812.jpg,332,133,no_comercial,0,52,331,108
1813.jpg,332,133,no_comercial,0,30,331,121
1814.jpg,332,133,no_comercial,80,40,261,99
1814.jpg,332,133,no_comercial,251,36,297,75
1815.jpg,332,133,comercial,161,46,183,84
1815.jpg,332,133,comercial,131,36,160,77
1815.jpg,332,133,comercial,189,39,241,81
1815.jpg,332,133,comercial,242,50,284,87
1815.jpg,332,133,comercial,298,42,331,90
1815.jpg,332,133,comercial,50,50,98,90
1815.jpg,332,133,comercial,0,52,53,87
1817.jpg,332,133,no_comercial,0,36,331,97
1818.jpg,332,133,no_comercial,0,30,35,76
1818.jpg,332,133,comercial,60,61,76,79
1818.jpg,332,133,comercial,168,63,195,83
1818.jpg,332,133,no_comercial,111,56,135,81
1818.jpg,332,133,no_comercial,194,58,251,87
1819.jpg,332,133,no_comercial,63,52,128,88
1819.jpg,332,133,no_comercial,125,54,202,90
1819.jpg,332,133,no_comercial,194,56,254,93
1820.jpg,332,133,no_comercial,129,56,191,87
1820.jpg,332,133,no_comercial,210,61,245,86
1820.jpg,332,133,no_comercial,65,54,127,87
1820.jpg,332,133,no_comercial,0,56,64,91
1821.jpg,332,133,no_comercial,190,55,331,116
1821.jpg,332,133,no_comercial,51,55,196,118
1824.jpg,332,133,no_comercial,0,39,331,113
1825.jpg,332,133,no_comercial,0,30,329,107
1827.jpg,332,133,no_comercial,0,44,331,111
1830.jpg,332,133,no_comercial,0,46,331,109
1831.jpg,332,133,comercial,289,40,331,113
1831.jpg,332,133,no_comercial,220,41,288,112
1831.jpg,332,133,no_comercial,188,34,218,110
1831.jpg,332,133,no_comercial,84,21,183,112
1835.jpg,332,133,no_comercial,0,46,331,110
1836.jpg,332,133,no_comercial,0,54,331,119
1838.jpg,332,133,no_comercial,49,41,137,95
1838.jpg,332,133,no_comercial,184,45,252,97
1838.jpg,332,133,no_comercial,244,47,297,92
1839.jpg,332,133,comercial,119,60,162,79
1839.jpg,332,133,comercial,184,56,239,79
1839.jpg,332,133,comercial,236,59,253,79
1839.jpg,332,133,comercial,290,59,331,91
1839.jpg,332,133,comercial,108,60,124,78
1839.jpg,332,133,comercial,82,59,113,77
1839.jpg,332,133,comercial,56,63,84,79
1839.jpg,332,133,comercial,16,60,54,83
1840.jpg,332,133,comercial,121,63,144,76
1840.jpg,332,133,comercial,102,61,122,73
1840.jpg,332,133,no_comercial,0,45,102,81
1840.jpg,332,133,no_comercial,149,56,331,88
1842.jpg,332,133,comercial,176,57,211,82
1842.jpg,332,133,no_comercial,144,49,174,79
1842.jpg,332,133,no_comercial,117,48,144,71
1842.jpg,332,133,no_comercial,87,47,118,69
1842.jpg,332,133,no_comercial,219,51,270,91
1844.jpg,332,133,no_comercial,130,66,263,98
1844.jpg,332,133,no_comercial,259,71,331,118
1846.jpg,332,133,no_comercial,0,18,331,120
1849.jpg,332,133,no_comercial,0,43,331,114
1850.jpg,332,133,no_comercial,123,56,194,109
1850.jpg,332,133,no_comercial,235,56,298,100
1850.jpg,332,133,no_comercial,57,52,126,110
1850.jpg,332,133,no_comercial,0,41,80,97
1851.jpg,332,133,no_comercial,28,43,143,106
1851.jpg,332,133,no_comercial,143,49,235,105
1851.jpg,332,133,no_comercial,235,53,301,106
1852.jpg,332,133,comercial,296,59,331,98
1852.jpg,332,133,no_comercial,139,56,221,99
1852.jpg,332,133,no_comercial,18,52,96,102
1852.jpg,332,133,no_comercial,97,58,140,101
1853.jpg,332,133,no_comercial,0,35,330,112
1855.jpg,332,133,no_comercial,0,53,331,119
1857.jpg,332,133,comercial,19,51,93,87
1859.jpg,332,133,no_comercial,0,40,331,107
1860.jpg,332,133,no_comercial,0,44,331,116
1862.jpg,332,133,no_comercial,0,36,331,102
1863.jpg,332,133,no_comercial,0,41,331,110
1865.jpg,332,133,no_comercial,0,46,331,110
1866.jpg,332,133,no_comercial,0,46,331,118
1870.jpg,332,133,no_comercial,0,44,331,109
1871.jpg,332,133,no_comercial,0,45,331,107
1872.jpg,332,133,no_comercial,0,39,331,121
1874.jpg,332,133,no_comercial,0,33,81,83
1874.jpg,332,133,no_comercial,89,43,161,95
1874.jpg,332,133,comercial,214,54,273,93
1874.jpg,332,133,no_comercial,161,50,214,98
1875.jpg,332,133,comercial,184,52,223,86
1875.jpg,332,133,comercial,99,58,134,98
1875.jpg,332,133,no_comercial,231,58,289,99
1875.jpg,332,133,no_comercial,0,51,52,92
1878.jpg,332,133,no_comercial,0,44,331,101
1879.jpg,332,133,no_comercial,0,49,331,118
1881.jpg,332,133,comercial,224,56,257,93
1881.jpg,332,133,no_comercial,92,48,193,106
1881.jpg,332,133,no_comercial,0,45,63,113
1882.jpg,332,133,comercial,234,77,278,110
1882.jpg,332,133,no_comercial,157,48,219,88
1882.jpg,332,133,no_comercial,89,40,155,84
1882.jpg,332,133,no_comercial,33,37,90,88
1886.jpg,332,133,no_comercial,77,57,176,91
1886.jpg,332,133,no_comercial,190,43,268,91
1886.jpg,332,133,no_comercial,0,50,76,102
1890.jpg,332,133,no_comercial,0,43,331,106
1891.jpg,332,133,no_comercial,0,39,331,111
1892.jpg,332,133,no_comercial,0,37,331,117
1894.jpg,332,133,comercial,105,60,168,113
1894.jpg,332,133,no_comercial,19,54,92,96
1894.jpg,332,133,no_comercial,158,56,240,101
1894.jpg,332,133,no_comercial,292,55,331,104
1896.jpg,332,133,comercial,0,59,53,119
1896.jpg,332,133,no_comercial,82,54,182,108
1896.jpg,332,133,no_comercial,176,55,246,99
1896.jpg,332,133,no_comercial,249,49,310,106
1897.jpg,332,133,no_comercial,89,67,141,107
1897.jpg,332,133,no_comercial,141,72,201,106
1897.jpg,332,133,no_comercial,191,66,247,107
1897.jpg,332,133,no_comercial,240,67,312,111
1897.jpg,332,133,no_comercial,46,59,93,114
1897.jpg,332,133,no_comercial,0,66,59,123
1898.jpg,332,133,no_comercial,78,43,122,77
1898.jpg,332,133,no_comercial,118,48,172,80
1898.jpg,332,133,no_comercial,169,44,223,78
1898.jpg,332,133,no_comercial,217,41,272,98
1898.jpg,332,133,no_comercial,271,48,331,98
1898.jpg,332,133,no_comercial,3,23,83,70
1899.jpg,332,133,no_comercial,0,41,331,108
1900.jpg,332,133,no_comercial,0,41,331,104
1903.jpg,332,133,comercial,3,39,74,99
1903.jpg,332,133,comercial,111,61,149,101
1903.jpg,332,133,comercial,214,60,245,102
1903.jpg,332,133,comercial,65,59,115,101
1906.jpg,332,133,no_comercial,0,35,331,98
1906.jpg,332,133,comercial,22,62,61,89
1907.jpg,332,133,no_comercial,52,52,91,91
1907.jpg,332,133,no_comercial,87,51,127,89
1907.jpg,332,133,no_comercial,126,56,153,90
1907.jpg,332,133,no_comercial,155,59,219,99
1907.jpg,332,133,no_comercial,0,47,51,93
1907.jpg,332,133,no_comercial,220,57,273,98
1908.jpg,332,133,no_comercial,96,57,153,88
1908.jpg,332,133,no_comercial,151,58,205,89
1908.jpg,332,133,no_comercial,210,59,247,83
1908.jpg,332,133,no_comercial,36,58,94,89
1909.jpg,332,133,no_comercial,105,55,185,97
1909.jpg,332,133,comercial,0,62,51,109
1909.jpg,332,133,no_comercial,43,47,97,104
1913.jpg,332,133,no_comercial,121,45,178,93
1913.jpg,332,133,comercial,0,42,80,120
1913.jpg,332,133,no_comercial,178,54,235,96
1913.jpg,332,133,no_comercial,235,58,331,121
1914.jpg,332,133,no_comercial,0,35,331,111
1916.jpg,332,133,no_comercial,0,46,331,107
1917.jpg,332,133,comercial,178,51,216,73
1917.jpg,332,133,comercial,251,51,271,64
1917.jpg,332,133,no_comercial,105,44,178,89
1918.jpg,332,133,comercial,192,55,246,98
1918.jpg,332,133,no_comercial,249,51,331,108
1918.jpg,332,133,no_comercial,117,53,174,86
1918.jpg,332,133,no_comercial,0,48,96,86
1919.jpg,332,133,comercial,216,43,244,60
1919.jpg,332,133,no_comercial,0,49,132,92
1920.jpg,332,133,comercial,215,69,266,97
1920.jpg,332,133,comercial,112,73,138,87
1920.jpg,332,133,no_comercial,290,64,326,90
1920.jpg,332,133,no_comercial,0,75,104,96
1920.jpg,332,133,comercial,137,74,146,83
1921.jpg,332,133,comercial,217,40,257,96
1921.jpg,332,133,comercial,246,59,269,79
1921.jpg,332,133,comercial,262,54,331,82
1921.jpg,332,133,comercial,190,59,226,92
1921.jpg,332,133,comercial,142,59,190,92
1921.jpg,332,133,comercial,74,48,124,97
1921.jpg,332,133,comercial,20,56,48,101
1921.jpg,332,133,comercial,0,44,25,100
1922.jpg,332,133,comercial,7,37,112,107
1922.jpg,332,133,comercial,112,35,161,105
1922.jpg,332,133,comercial,158,47,188,103
1922.jpg,332,133,comercial,183,51,254,102
1922.jpg,332,133,comercial,258,39,331,109
1923.jpg,332,133,no_comercial,115,45,197,92
1923.jpg,332,133,no_comercial,228,57,331,94
1923.jpg,332,133,no_comercial,62,43,116,82
1924.jpg,332,133,no_comercial,0,41,98,88
1924.jpg,332,133,no_comercial,182,44,331,112
1926.jpg,332,133,comercial,100,61,168,131
1926.jpg,332,133,no_comercial,264,64,313,94
1926.jpg,332,133,no_comercial,48,59,100,108
1927.jpg,332,133,no_comercial,0,44,323,111
1929.jpg,332,133,no_comercial,38,57,91,86
1929.jpg,332,133,no_comercial,88,58,136,87
1929.jpg,332,133,no_comercial,150,54,217,97
1929.jpg,332,133,no_comercial,266,57,331,100
1930.jpg,332,133,no_comercial,94,46,163,97
1930.jpg,332,133,no_comercial,188,52,252,92
1931.jpg,332,133,comercial,210,43,264,92
1931.jpg,332,133,no_comercial,52,46,159,98
1932.jpg,332,133,no_comercial,0,40,331,122
1933.jpg,332,133,no_comercial,0,29,35,78
1933.jpg,332,133,no_comercial,37,25,79,79
1933.jpg,332,133,no_comercial,77,33,128,92
1933.jpg,332,133,no_comercial,175,30,233,83
1934.jpg,332,133,no_comercial,89,56,128,87
1934.jpg,332,133,no_comercial,130,52,168,87
1934.jpg,332,133,no_comercial,169,60,219,82
1934.jpg,332,133,no_comercial,217,58,252,85
1934.jpg,332,133,no_comercial,246,56,296,81
1937.jpg,332,133,comercial,154,53,228,100
1937.jpg,332,133,no_comercial,46,54,160,106
1939.jpg,332,133,comercial,190,45,217,65
1939.jpg,332,133,comercial,217,44,250,67
1939.jpg,332,133,comercial,252,38,331,78
1939.jpg,332,133,comercial,147,49,175,64
1942.jpg,332,133,comercial,149,63,159,75
1942.jpg,332,133,comercial,160,63,174,77
1942.jpg,332,133,comercial,174,64,185,77
1942.jpg,332,133,comercial,245,63,279,77
1943.jpg,332,133,no_comercial,0,31,240,122
1943.jpg,332,133,no_comercial,210,54,257,95
1943.jpg,332,133,no_comercial,249,54,331,105
1944.jpg,332,133,comercial,186,55,254,100
1944.jpg,332,133,no_comercial,0,63,65,105
1944.jpg,332,133,no_comercial,69,58,132,103
1944.jpg,332,133,no_comercial,136,57,184,100
1944.jpg,332,133,no_comercial,260,54,331,99
1947.jpg,332,133,no_comercial,0,42,331,107
1948.jpg,332,133,no_comercial,0,52,59,88
1948.jpg,332,133,no_comercial,276,32,331,102
1948.jpg,332,133,no_comercial,112,40,217,91
1949.jpg,332,133,comercial,110,43,211,94
1949.jpg,332,133,no_comercial,16,48,62,80
1953.jpg,332,133,no_comercial,203,52,331,116
1953.jpg,332,133,no_comercial,73,53,179,101
1953.jpg,332,133,no_comercial,25,46,76,109
1954.jpg,332,133,no_comercial,210,67,273,103
1954.jpg,332,133,no_comercial,113,48,199,95
1954.jpg,332,133,no_comercial,44,54,113,105
1955.jpg,332,133,comercial,101,51,137,88
1955.jpg,332,133,comercial,144,56,199,96
1955.jpg,332,133,comercial,215,46,258,103
1955.jpg,332,133,comercial,311,55,331,103
1955.jpg,332,133,comercial,56,52,99,87
1956.jpg,332,133,comercial,119,64,184,113
1956.jpg,332,133,comercial,226,23,293,98
1956.jpg,332,133,no_comercial,0,25,125,112
1959.jpg,332,133,no_comercial,200,55,289,110
1959.jpg,332,133,no_comercial,277,58,331,95
1959.jpg,332,133,no_comercial,129,50,211,96
1959.jpg,332,133,no_comercial,66,53,141,97
1962.jpg,332,133,comercial,152,61,186,85
1962.jpg,332,133,comercial,228,62,268,85
1962.jpg,332,133,no_comercial,105,65,145,85
1963.jpg,332,133,no_comercial,0,56,331,103
1964.jpg,332,133,no_comercial,0,44,331,116
1965.jpg,332,133,no_comercial,0,60,331,106
1966.jpg,332,133,no_comercial,0,46,331,116
1968.jpg,332,133,no_comercial,0,42,331,101
1969.jpg,332,133,comercial,292,50,331,70
1969.jpg,332,133,no_comercial,211,50,229,67
1969.jpg,332,133,no_comercial,0,74,331,113
1969.jpg,332,133,comercial,34,49,67,69
1970.jpg,332,133,no_comercial,0,32,331,99
1971.jpg,332,133,no_comercial,0,42,331,116
1972.jpg,332,133,no_comercial,17,39,331,107
1974.jpg,332,133,comercial,141,63,162,84
1974.jpg,332,133,comercial,232,60,321,83
1974.jpg,332,133,comercial,103,64,130,78
1974.jpg,332,133,no_comercial,26,56,62,81
1975.jpg,332,133,comercial,113,56,140,85
1975.jpg,332,133,comercial,161,55,183,88
1975.jpg,332,133,comercial,180,62,202,83
1975.jpg,332,133,comercial,203,51,237,86
1975.jpg,332,133,comercial,259,64,282,88
1975.jpg,332,133,comercial,291,52,331,90
1975.jpg,332,133,comercial,38,60,85,85
1975.jpg,332,133,comercial,99,61,117,84
1977.jpg,332,133,no_comercial,0,46,331,109
1978.jpg,332,133,no_comercial,0,47,331,106
1979.jpg,332,133,comercial,241,26,309,89
1979.jpg,332,133,comercial,224,61,246,79
1979.jpg,332,133,comercial,205,57,226,79
1979.jpg,332,133,comercial,193,62,204,78
1979.jpg,332,133,comercial,132,54,193,78
1979.jpg,332,133,comercial,103,53,131,76
1979.jpg,332,133,comercial,72,52,102,78
1979.jpg,332,133,comercial,52,59,80,79
1979.jpg,332,133,comercial,33,59,52,83
1979.jpg,332,133,comercial,11,58,34,83
1981.jpg,332,133,no_comercial,0,59,331,118
1982.jpg,332,133,no_comercial,0,43,331,110
1983.jpg,332,133,comercial,0,48,126,123
1983.jpg,332,133,no_comercial,157,31,226,112
1984.jpg,332,133,comercial,227,58,265,92
1984.jpg,332,133,no_comercial,271,48,331,105
1984.jpg,332,133,no_comercial,0,41,132,96
1985.jpg,332,133,no_comercial,70,48,311,101
1986.jpg,332,133,no_comercial,0,47,144,81
1986.jpg,332,133,comercial,176,59,206,79
1987.jpg,332,133,no_comercial,0,40,331,125
1988.jpg,332,133,no_comercial,0,55,331,120
1989.jpg,332,133,comercial,117,68,147,95
1989.jpg,332,133,comercial,203,47,280,101
1989.jpg,332,133,comercial,12,56,71,89
1989.jpg,332,133,no_comercial,79,61,117,93
1990.jpg,332,133,no_comercial,0,39,331,105
1991.jpg,332,133,comercial,239,64,278,91
1991.jpg,332,133,no_comercial,120,63,179,92
